,EventTemplate,Occurrences
0,"printFreezingDisplayLogsopening app wtoken = {AppWindowToken}, allDrawn= {bool}, startingDisplayed =  {bool}, startingMoved =  {bool}, isRelaunching =  {bool}",1
1,"acquire lock={number}, flags={hex}, tag={string}, name={string}, ws={null}, uid={number}, pid={number}",5
2,"ready={bool},policy={number},wakefulness={number},wksummary={hex},uasummary={hex},bootcompleted={bool},boostinprogress={bool},waitmodeenable={bool},mode={bool},manual={number},auto={number},adj={float}userId={number}",199
3,Skipping AppWindowToken{token=Token{ActivityRecord{u0 {packageName}/{activityName} {pid}}}} -- going to hide,2
4,visible is {string},3
5,mVisiblity.getValue is {bool},5
6,visible is system.call.count {comparison_operator} {number},1
7,visible is {string}.{string} {string} {number},1
8,"release:lock={number}, flg={hex}, tag={string}, name={string}"", ws={null}, uid={number}, pid={number}",1
9,"updateClipping isOverlap:{bool}, getTopPadding={number}, Translation={number}",65
10,updateDimmedActivatedHideSensitive overlap:{bool},65
11,getRunningAppProcesses: caller {number} does not hold REAL_GET_TASKS; limiting output,81
12,"release:lock={number}, flg={hex}, tag=""{string}"", name=""{string}"", ws={WorkSource}, uid={number}, pid={number}",3
13,"setSystemUiVisibility vis={number} mask={hex} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number}, fullscreenStackBounds=Rect({number}, {number} - {number}, {number}), dockedStackBounds=Rect({number}, {number} - {number}, {number})",3
14,cancelAutohide,15
15,"notifyUiVisibilityChanged:vis={hex}, SystemUiVisibility={hex}",12
16,Destroying surface Surface(name={string}) called by {string}:{number} {string}:{number} {string}:{number} android.view.IWindowSession$Stub.onTransact:{number} {string}.onTransact:{number} android.os.Binder.execTransact:{number} <bottom of call stack> <bottom of call,1
17,Destroying surface Surface(name={string}) called by {string}.destroySurface:{number} {string}.destroySurfaceLocked:{number} {string}.destroyOrSaveSurface:{number} {string}.tryStartExitingAnimation:{number} {string}.relayoutWindow:{number} {string}.relayout:{number} {string},1
18,"release:lock={number}, flg={hex}, tag={string}, name={string}"", ws={WorkSource}, uid={number}, pid={number}",1
19,"userActivityNoUpdateLocked: eventTime={number}, event={number}, flags={hex}, uid={number}",69
20,"orientation change is complete, call stopFreezingDisplayLocked",1
21,Screen frozen for {string} due to {string},1
22,startAnimation begin,1
23,startAnimation end,1
24,"release:lock={number}, flg={hex}, tag=""{string}"", name=""{string}"", ws={null}, uid={number}, pid={number}",9
25,remove(PendingIntent{{int}: PendingIntentRecord{{hex} {string} {string} {string}}}) changed bounds; rebatching,1
26,"rotationForOrientationLw(orient={number}, last={number}); user={number} {string}",3
27,"Application requested orientation {number}, got rotation {number} which has compatible metrics",3
28,"acquire lock={number}, flags={hex}, tag=""{string}"", name={string}, ws={null}, uid={number}, pid={number}",10
29,shouldBlockLocation running ...,37
30,shouldBlockLocation  ret:{bool},37
31,getNeighboringCellInfo calling app is {string},5
32,"release:lock={number}, flg={hex}, tag={string}, name={string}, ws={null or string}, uid={number}, pid={number}",7
33,"Releasing suspend blocker ""{string}"".",33
34,HBM brightnessIn ={number},85
35,HBM brightnessOut ={number},85
36,"Animating brightness: target={number}, rate={number}",85
37,suspendAutohide,23
38,interceptKeyTq keycode={number} interactive={bool} keyguardActive={bool} policyFlags={hex} down {bool} canceled {bool},14
39,"interceptKeyBeforeQueueing: key {number} , result : {number}",14
40,resumeSuspendedAutohide,10
41,querySoundEffectsEnabled...,17
42,"acquire lock={number}, flags={hexadecimal}, tag=""{string}"", name={string}, ws={WorkSource}, uid={number}, pid={number}",7
43,"Acquiring suspend blocker ""{string}"".",33
44,Skipping AppWindowToken{9f4ef63 token=Token{a64f992 ActivityRecord{de9231d u0 com.tencent.qt.qtl/.activity.info.NewsDetailXmlActivity t761}}} -- going to hide,2
45,"setSystemUiVisibility vis={number} mask={hex} oldVal={hex} newVal={number} diff={hex} fullscreenStackVis={number} dockedStackVis={number}, fullscreenStackBounds=Rect({number}, {number} - {number}, {number}), dockedStackBounds=Rect({number}, {number} - {number}, {number})",4
46,Bad activity token: {string},1
47,java.lang.ClassCastException: {class} cannot be cast to {class},1
48,"onTouchEvent::0, x={number}, y={number}",1
49,schedulePeek,1
50,getRingtonePlayer...,2
51,disable: < {text} >,3
52,"updateLightsLocked,mInCall ={bool},mScreenOn ={bool},ledNotification == null?{bool}",6
53,"updateLightsLocked,turn off notificationLight",6
54,"overlapAmount:{number}, previousNotificationEnd:{number}, newYTranslation:{number}, location:{number}, i:{number}, getTopPadding:{number}, getLocationOnScreen():{number}",13
55,"state.clipTopAmount:{number}, i:{number}",13
56,"setSystemUiVisibility vis={hex}, mask={hex} oldVal={hex} newVal={hex} diff={number} fullscreenStackVis={number} dockedStackVis={number}, fullscreenStackBounds=Rect({number}, {number} - {number}, {number}), dockedStackBounds=Rect({number}, {number} - {number}, {number})",4
57,onExpandingStarted,2
58,onTrackingStarted,1
59,Destroying surface Surface(name={string}) called by {string}:{number} {string}:{number} {string}:{number} {string}:{number} {string}:{number} {string}:{number},8
60,"onTouchEvent::1, x={number}, y={number}",1
61,cancelPeek: {bool},20
62,"flingToHeight: vel={number}, expand={bool}, target={number}, collapseSpeedUpFactor={number}, expandBecauseOfFalsing={bool}",2
63,onTrackingStopped: {bool},1
64,onExpandingFinished,2
65,Sending non-protected broadcast {string} from system {string} pkg {string},2
66,logNotificationVisibilityChanges runInThread start,6
67,onNotificationVisibilityChanged called,6
68,logNotificationVisibilityChanges runInThread over,6
69,isSimPinSecure mSimDatas is {string} or {string},1
70,registerCallback not in UI.,3
71,android.util.AndroidRuntimeException: Must execute in UI,3
72,*** register callback for {string},1
73,*** unregister callback for {string},2
74,[PhoneIntfMgr] getDataEnabled: subId={number} phoneId={number},1
75,[PhoneIntfMgr] getDataEnabled: subId={number} retVal={bool},1
76,"onInterceptTouchEvent MotionEvent { action={int}, actionButton={int}, id[0]={int}, x[0]={float}, y[0]={float}, toolType[0]={int}, buttonState={int}, metaState={int}, flags={hex}, edgeFlags={hex}, pointerCount={int}, historySize={int}, eventTime={int}, downTime={int}, deviceId={int}, source={hex} }, mBlockTouches={bool}",4
77,playSoundEffect   effectType: {number},10
78,"animateCollapsePanels:flags={number}, force={bool}, delayed={bool}, mExpandedVisible={bool}",8
79,START u0 {act={string} flg={hex} cmp={string} (has extras)} from uid {number} on display {number},1
80,"ActivityRecord info: ActivityInfo\{{string} {string}\}, euid: {number}",2
81,onNotificationClick called,2
82,"cancelNotification,index:{number}",23
83,"cancelNotification,cancelNotificationLocked,callingUid = {number},callingPid = {number}",2
84,"cancelNotificationLocked called,tell the app,reason = {number}",2
